"Simplified","Traditional","Pinyin","Level","Meaning"
"海滩","海灘","hai3tan1","5","beach"
"好处","好處","hao3chu4","5","benefit"
"好几","好幾","hao3ji3","5","several"
"红包","紅包","hong2bao1","5","money wrapped in red as a gift"
"红豆","紅豆","hong2dou4","5","azuki bean"
"糊涂","糊塗","hu2tu2","5","muddled"
"画家","畫家","hua4jia1","5","painter"
"话说回来","話說回來","hua4shuo1hui2lai2","5","returning to our main topic,..."
"话题","話題","hua4ti2","5","subject (of a talk or conversation)"
"化妆品","化妝品","hua4zhuang1pin3","5","cosmetic"
"坏处","壞處","huai4chu4","5","harm"
"环保","環保","huan2bao3","5","environmental protection"
"会场","會場","hui4chang3","5","meeting place"
"会话","會話","hui4hua4","5","conversation"
"会议","會議","hui4yi4","5","meeting"
"婚礼","婚禮","hun1li3","5","wedding ceremony"
"混乱","混亂","hun4luan4","5","confusion"
"或许","或許","huo4xu3","5","perhaps"
"基础","基礎","ji1chu3","5","base"
"激动","激動","ji1dong4","5","to move emotionally"
"积极","積極","ji1ji2","5","active"
"机器","機器","ji1qi4","5","machine"
"极了","極了","ji2le","5","extremely"
"挤","擠","ji3","5","to crowd in"
"记录","記錄","ji4lu4","5","to record"
"记忆","記憶","ji4yi4","5","to remember"
"季节","季節","ji4jie2","5","time"
"纪念","紀念","jin4ian4","5","to commemorate"
"继续","繼續","ji4xu4","5","to continue"
"加强","加強","jia1qiang2","5","to reinforce"
"家乡","家鄉","jia1xiang1","5","hometown"
"家长","家長","jia1zhang3","5","head of a household"
"假装","假裝","jia3zhuang1","5","to feign"
"价值","價值","jia4zhi2","5","value"
"坚持","堅持","jian1chi2","5","to persevere with"
"坚强","堅強","jian1qiang2","5","staunch"
"减","減","jian3","5","to lower"
"减轻","減輕","jian3qing1","5","to lighten"
"减少","減少","jian3shao3","5","to lessen"
"简直","簡直","jian3zhi2","5","simply"
"建设","建設","jian4she4","5","to build"
"建议","建議","jian4yi4","5","to propose"
"将来","將來","jiang1lai2","5","in the future"
"讲价","講價","jiang3jia4","5","to bargain (over price)"
"讲究","講究","jiang3jiu","5","to pay particular attention to"
"奖学金","獎學金","jiang3xue2jin1","5","scholarship"
"酱油","醬油","jiang4you2","5","soy sauce"
"骄傲","驕傲","jiao1ao4","5","pride"
"郊区","郊區","jiao1qu1","5","suburban district"
"教导","教導","jiao4dao3","5","to instruct"
"教练","教練","jiao4lian4","5","instructor"
"教训","教訓","jiao4xun","5","lesson"
"接触","接觸","jie1chu4","5","to touch"
"接着","接著","jie1zhe","5","to catch and hold on"
"结果","結果","jie2guo3","5","to bear fruit"
"结局","結局","jie2ju2","5","conclusion"
"节日","節日","jie2ri4","5","holiday"
"解决","解決","jie3jue2","5","to settle (a dispute)"
"仅","僅","jin3","5","barely"
"尽管","儘管","jin3guan3","5","despite"
"进行","進行","jin4xing2","5","to advance"
"进一步","進一步","jin4yi2bu4","5","one step further"
"经费","經費","jing1fei4","5","funds"
"惊讶","驚訝","jing1ya4","5","amazed"
"舅妈","舅媽","jiu4ma1","5","(coll.) aunt"
"举","舉","ju3","5","to lift"
"举办","舉辦","ju3ban4","5","to conduct"
"举手","舉手","ju3shou3","5","to raise a hand"
"举行","舉行","ju3xing2","5","to hold (a meeting, ceremony etc)"
"剧本","劇本","ju4ben3","5","script for play, opera, movie etc"
"剧情","劇情","ju4qing2","5","story line"
"拒绝","拒絕","ju4jue2","5","to refuse"
"距离","距離","ju4li2","5","distance"
"绝对","絕對","jue2dui4","5","absolute"
"军队","軍隊","jun1dui4","5","army"
"军人","軍人","jun1ren2","5","serviceman"
"卡车","卡車","ka3che1","5","truck"
"开放","開放","kai1fang4","5","to bloom"
"开花","開花","kai1hua1","5","to bloom"
"开朗","開朗","kai1lang3","5","spacious and well-lit"
"开玩笑","開玩笑","kai1wan2xiao4","5","to play a joke"
"看起来","看起來","kan4qi3lai2","5","seemingly"
"可乐","可樂","ke3le4","5","amusing"
"可恶","可惡","ke3wu4","5","repulsive"
"课程","課程","ke4cheng2","5","course"
"课堂","課堂","ke4tang2","5","classroom"
"课文","課文","ke4wen2","5","text"
"客满","客滿","ke4man3","5","to have a full house"
"空间","空間","kong1jian1","5","space"
"空军","空軍","kong1jun1","5","air force"
"夸张","誇張","kua1zhang1","5","to exaggerate"
"宽","寬","kuan1","5","lenient"
"况且","況且","kuang4qie3","5","moreover"
"困难","困難","kun4nan2","5","difficult"
"扩大","擴大","kuo4da4","5","to expand"
"来不及","來不及","lai2bu4ji2","5","there's not enough time (to do sth)"
"来得及","來得及","lai2deji2","5","there's still time"
"老实","老實","lao3shi","5","honest"
"乐观","樂觀","le4guan1","5","optimistic"
"乐趣","樂趣","le4qu4","5","delight"
"泪","淚","lei4","5","tears"
"类","類","lei4","5","kind"
"离婚","離婚","li2hun1","5","to divorce"
"里边","裡邊","li3bian1","5","inside"
"理论","理論","li3lun4","5","theory"
"礼堂","禮堂","li3tang2","5","assembly hall"
"厉害","厲害","li4hai","5","difficult to deal with"
"连","連","lian2","5","to link"
"连续剧","連續劇","lian2xu4ju4","5","serialized drama"
"恋爱","戀愛","lian4ai4","5","(romantic) love"
"灵魂","靈魂","ling2hun2","5","soul"
"零钱","零錢","ling2qian2","5","change (of money)"
"零用钱","零用錢","ling2yong4qian2","5","pocket money"
"领导","領導","ling3dao3","5","lead"
"领域","領域","ling3yu4","5","domain"
"留学","留學","liu2xue2","5","to study abroad"
"留学生","留學生","liu2xue2sheng1","5","student studying abroad"
"龙","龍","long2","5","dragon"
"录取","錄取","lu4qu3","5","to accept an applicant (prospective student, employee etc) who passes an entrance exam"
"录音","錄音","lu4yin1","5","to record (sound)"
"露营","露營","lu4ying2","5","to camp out"
"轮胎","輪胎","lun2tai1","5","tire"
"律师","律師","lü4shi1","5","lawyer"
"马桶","馬桶","ma3tong3","5","chamber pot"
"码头","碼頭","ma3tou","5","dock"
"蚂蚁","螞蟻","ma3yi3","5","ant"
"骂","罵","ma4","5","to scold"
"满足","滿足","man3zu2","5","to satisfy"
"贸易","貿易","mao4yi4","5","(commercial) trade"
"没什么","沒什麼","mei2shen2me","5","nothing"
"没想到","沒想到","mei2xiang3dao4","5","didn't expect"
"梦","夢","meng4","5","dream"
"米饭","米飯","mi3fan4","5","(cooked) rice"
"免费","免費","mian3fei4","5","free (of charge)"
"面积","面積","mian4ji1","5","area (of a floor, piece of land etc)"
"面条","麵條","mian4tiao2","5","noodles"
"描写","描寫","miao2xie3","5","to describe"
"庙","廟","miao4","5","temple"
"民国","民國","min2guo2","5","Republic of China (1912-1949)"
"名词","名詞","ming2ci2","5","noun"
"明显","明顯","ming2xian3","5","clear"
"摩托车","摩托車","mo2tuo1che1","5","motorbike"
"木头","木頭","mu4tou","5","slow-witted"
"那样","那樣","na4yang4","5","that kind"
"难怪","難怪","nan2guai4","5","(it's) no wonder (that...)"
"难看","難看","nan2kan4","5","ugly"
"脑子","腦子","nao3zi","5","brains"
"闹钟","鬧鐘","nao4zhong1","5","alarm clock"
"内容","內容","nei4rong2","5","content"
"能够","能夠","neng2gou4","5","to be capable of"
"年龄","年齡","nian2ling2","5","(a person's) age"
"念书","念書","nian4shu1","5","to read"
"农业","農業","nong2ye4","5","agriculture"
"培养","培養","pei2yang3","5","to cultivate"
"批评","批評","pi1ping2","5","to criticize"
"皮带","皮帶","pi2dai4","5","strap"
"皮肤","皮膚","pi2fu1","5","skin"
"骗子","騙子","pian4zi","5","swindler"
"品质","品質","pin3zhi2","5","character"
"平时","平時","ping2shi2","5","ordinarily"
"破坏","破壞","po4huai4","5","destruction"
"欺负","欺負","qi1fu4","5","to bully"
"其实","其實","qi2shi2","5","actually"
"期间","期間","qi2jian1","5","period of time"
"气温","氣溫","qi4wen1","5","air temperature"
"企业","企業","qi4ye4","5","company"
"签名","簽名","qian1ming2","5","to sign (one's name with a pen etc)"
"签证","簽證","qian1zheng4","5","visa"
"谦虚","謙虛","qian1xu1","5","modest"
"浅","淺","qian3","5","sound of moving water"
"强盗","強盜","qiang2dao4","5","to rob (with force)"
"强调","強調","qiang2diao4","5","to emphasize (a statement)"
"抢","搶","qiang3","5","to fight over"
"亲切","親切","qin1qie4","5","amiable"
"亲手","親手","qin1shou3","5","personally"
"亲眼","親眼","qin1yan3","5","with one's own eyes"
"亲自","親自","qin1zi4","5","personally"
"轻松","輕鬆","qing1song1","5","light"
"情况","情況","qing2kuang4","5","circumstances"
"请教","請教","qing3jiao4","5","to ask for guidance"
"请求","請求","qing3qiu2","5","to request"
"穷","窮","qiong2","5","poor"
"球场","球場","qiu2chang3","5","stadium"
"球赛","球賽","qiu2sai4","5","sports match"
"球员","球員","qiu2yuan2","5","sports club member"
"缺点","缺點","que1dian3","5","weak point"
"却","卻","que4","5","but"
"确定","確定","que4ding4","5","definite"
"确认","確認","que4ren4","5","to confirm"
"热狗","熱狗","re4gou3","5","hot dog (loanword)"
"热水","熱水","re4shui3","5","hot water"
"人间","人間","ren2jian1","5","the human world"
"人类","人類","ren2lei4","5","humanity"
"人们","人們","ren2men","5","people"
"人数","人數","ren2shu4","5","number of people"
"认得","認得","ren4de","5","to recognize"
"任务","任務","ren4wu4","5","mission"
"日记","日記","ri4ji4","5","diary"
"伞","傘","san3","5","umbrella"
"杀","殺","sha1","5","to kill"
"山区","山區","shan1qu1","5","mountain area"
"伤害","傷害","shang1hai4","5","to injure"
"商业","商業","shang1ye4","5","business"
"上当","上當","shang4dang4","5","taken in (by sb's deceit)"
"设备","設備","she4bei4","5","equipment"
"设计","設計","she4ji4","5","plan"
"身边","身邊","shen1bian1","5","at one's side"
"声调","聲調","sheng1diao4","5","tone"
"生产","生產","sheng1chan3","5","to produce"
"生动","生動","sheng1dong4","5","vivid"
"省钱","省錢","sheng3qian2","5","to save money"
"失恋","失戀","shi1lian4","5","to lose one's love"
"狮子","獅子","shi1zi","5","Leo (star sign)"
"石头","石頭","shi2tou","5","stone"
"时代","時代","shi2dai4","5","Time, US weekly news magazine"
"时刻","時刻","shi2ke4","5","time"
"实话","實話","shi2hua4","5","truth"
"实际","實際","shi2ji4","5","reality"
"实力","實力","shi2li4","5","strength"
"实行","實行","shi2xing2","5","to implement"
"实在","實在","shi2zai4","5","really"
"事实","事實","shi4shi2","5","fact"
"事业","事業","shi4ye4","5","undertaking"
"适应","適應","shi4ying4","5","to adapt"
"市长","市長","shi4zhang3","5","mayor"
"收获","收穫","shou1huo4","5","to harvest"
"收音机","收音機","shou1yin1ji1","5","radio"
"手续","手續","shou3xu4","5","procedure"
"书包","書包","shu1bao1","5","schoolbag"
"书架","書架","shu1jia4","5","bookshelf"
"舒适","舒適","shu1shi4","5","cozy"
"数字","數字","shu4zi4","5","numeral"
"树木","樹木","shu4mu4","5","tree"
"帅","帥","shuai4","5","handsome"
"水饺","水餃","shui3jiao3","5","boiled dumpling"
"水准","水準","shui3zhun3","5","level (of achievement etc)"
"睡着","睡著","shui4zhao2","5","to fall asleep"
"顺便","順便","shun4bian4","5","conveniently"
"顺利","順利","shun4li4","5","smoothly"
"说法","說法","shuo1fa3","5","to expound Buddhist teachings"
"说明","說明","shuo1ming2","5","to explain"
"寺庙","寺廟","si4miao4","5","temple"
"随便","隨便","sui2bian4","5","as one wishes"
"随时","隨時","sui2shi2","5","at any time"
"所谓","所謂","suo3wei4","5","so-called"
"它们","它們","ta1men","5","they (for inanimate objects)"
"台风","颱風","tai2feng1","5","hurricane"
"态度","態度","tai4du4","5","manner"
"谈话","談話","tan2hua4","5","talk"
"讨厌","討厭","tao3yan4","5","to dislike"
"题材","題材","ti2cai2","5","subject matter"
"题目","題目","ti2mu4","5","subject"
"体会","體會","ti3hui4","5","to know from experience"
"体力","體力","ti3li4","5","physical strength"
"体贴","體貼","ti3tie1","5","considerate (of other people's needs)"
"体重","體重","ti3zhong4","5","body weight"
"甜点","甜點","tian2dian3","5","dessert"
"条件","條件","tiao2jian4","5","condition"
"挑战","挑戰","tiao3zhan4","5","to challenge"
"铁路","鐵路","tie3lu4","5","railroad"
"听见","聽見","ting1jian4","5","to hear"
"听力","聽力","ting1li4","5","hearing"
"听起来","聽起來","ting1qi3lai2","5","to sound like"
"听众","聽眾","ting1zhong4","5","audience"
"通过","通過","tong1guo4","5","by means of"
"同时","同時","tong2shi2","5","at the same time"
"同样","同樣","tong2yang4","5","same"
"投资","投資","tou2zi1","5","investment"
"头痛","頭痛","tou2tong4","5","to have a headache"
"团体","團體","tuan2ti3","5","group"
"团圆","團圓","tuan2yuan2","5","to have a reunion"
"推荐","推薦","tui1jian4","5","to recommend"
"推销","推銷","tui1xiao1","5","to market"
"脱","脫","tuo1","5","to shed"
"外边","外邊","wai4bian1","5","outside"
"外语","外語","wai4yu3","5","foreign language"
"万一","萬一","wan4yi1","5","just in case"
"网路","網路","wang3lu4","5","network (computer, telecom)"
"忘记","忘記","wang4ji4","5","to forget"
"维持","維持","wei2chi2","5","to keep"
"为主","為主","wei2zhu3","5","to rely mainly on"
"伟大","偉大","wei3da4","5","huge"
"未来","未來","wei4lai2","5","future"
"温柔","溫柔","wen1rou2","5","gentle and soft"
"文学","文學","wen2xue2","5","literature"
"稳定","穩定","wen3ding4","5","steady"
"问好","問好","wen4hao3","5","to say hello to"
"问候","問候","wen4hou4","5","to give one's respects"
"无法","無法","wu2fa3","5","unable"
"无论如何","無論如何","wu2lun4ru2he2","5","whatever the case"
"无穷","無窮","wu2qiong2","5","endless"
"无所谓","無所謂","wu2suo3wei4","5","to be indifferent"
"误会","誤會","wu4hui4","5","to misunderstand"
"物价","物價","wu4jia4","5","(commodity) prices"
"牺牲","犧牲","xi1sheng1","5","to sacrifice one's life"
"喜爱","喜愛","xi3ai4","5","to like"
"细","細","xi4","5","thin or slender"
"细心","細心","xi4xin1","5","careful"
"戏","戲","xi4","5","trick"
"戏剧","戲劇","xi4ju4","5","drama"
"系统","系統","xi4tong3","5","system"
"下来","下來","xia4lai","5","to come down"
"吓","嚇","xia4","5","to scare"
"吓一跳","嚇一跳","xia4yi2tiao4","5","startled"
"线","線","xian4","5","thread"
"现代","現代","xian4dai4","5","Hyundai, South Korean company"
"现实","現實","xian4shi2","5","reality"
"现象","現象","xian4xiang4","5","appearance"
"相当","相當","xiang1dang1","5","equivalent to"
"相对","相對","xiang1dui4","5","relatively"
"相关","相關","xiang1guan1","5","related"
"详细","詳細","xiang2xi4","5","detailed"
"项","項","xiang4","5","back of neck"
"相机","相機","xiang4ji1","5","at the opportune moment"
"相声","相聲","xiang4sheng1","5","comic dialogue"
"小组","小組","xiao3zu3","5","group"
"笑话","笑話","xiao4hua4","5","joke"
"孝顺","孝順","xiao4shun4","5","filial piety"
"协助","協助","xie2zhu4","5","to provide assistance"
"欣赏","欣賞","xin1shang3","5","to appreciate"
"兴奋","興奮","xing1fen4","5","excited"
"行动","行動","xing2dong4","5","operation"
"行为","行為","xing2wei2","5","action"
"醒来","醒來","xing3lai2","5","to waken"
"性别","性別","xing4bie2","5","gender"
"幸亏","幸虧","xing4kui1","5","fortunately"
"幸运","幸運","xing4yun4","5","fortunate"
"凶","兇","xiong1","5","terrible"
"熊猫","熊貓","xiong2mao1","5","panda"
"选","選","xuan3","5","to choose"
"选举","選舉","xuan3ju3","5","to elect"
"选择","選擇","xuan3ze2","5","to select"
"学会","學會","xue2hui4","5","to learn"
"学问","學問","xue2wen4","5","learning"
"寻找","尋找","xun2zhao3","5","to seek"
"训练","訓練","xun4lian4","5","to train"
"鸭","鴨","ya1","5","duck"
"牙齿","牙齒","ya2chi3","5","tooth"
"烟火","煙火","yan1huo3","5","smoke and fire"
"严重","嚴重","yan2zhong4","5","grave"
"演讲","演講","yan3jiang3","5","lecture"
"演员","演員","yan3yuan2","5","actor or actress"
